Eigenvalue(e   Real(S_x)   Imag(S_x)    Abs(S_x)   Real(S_y)   Imag(S_y)    Abs(S_y)   Real(S_z)   Imag(S_z)    Abs(S_z)
   11.683358    0.000003   -0.000001    0.000003   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.701284   -0.000001    0.000001    0.000001    0.000001   -0.000001    0.000001    0.000001   -0.000001    0.000001
   11.701294    0.000001    0.000000    0.000001    0.000001    0.000001    0.000001    0.000000    0.000000    0.000000
   11.704098    0.018065   -0.010898    0.021098    0.001819    0.000161    0.001826   -0.677249    0.408565    0.790943
   11.704099    0.455913    0.647571    0.791963   -0.000008   -0.000063    0.000063    0.012130    0.017229    0.021070
   11.704106    0.000015    0.000006    0.000016    0.727117    0.312076    0.791259    0.001772   -0.000406    0.001818
   11.712600    0.000004    0.000009    0.000009   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   11.714810    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   11.720551   -0.000000   -0.000000    0.000000    0.000001   -0.000002    0.000002   -0.000000   -0.000009    0.000009
   11.720551   -0.000000    0.000000    0.000000   -0.000003    0.000008    0.000009   -0.000001   -0.000002    0.000002
   11.720552    0.000005   -0.000002    0.000005   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   11.731934   -0.000000    0.000000    0.000000    0.000107   -0.000814    0.000821   -0.000001    0.000000    0.000001
   11.731939   -0.000000   -0.000000    0.000000   -0.000001    0.000000    0.000001   -0.000726   -0.000247    0.000767
   11.731945    0.000002    0.000004    0.000005    0.000000    0.000000    0.000000    0.000000    0.000001    0.000001
   11.741759    0.000018    0.000015    0.000023   -0.000188   -0.000013    0.000189    0.035373    0.029708    0.046193
   11.741761   -0.043876   -0.011776    0.045429    0.000325    0.000085    0.000336    0.000024    0.000007    0.000025
   11.741761   -0.000324    0.000064    0.000330   -0.045330    0.009274    0.046269   -0.000173   -0.000075    0.000189
   11.753619   -0.000000    0.000000    0.000001    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.753620    0.000000   -0.000000    0.000000    0.000003    0.000006    0.000007   -0.000004   -0.000003    0.000005
   11.753625   -0.000000   -0.000000    0.000000   -0.000000    0.000005    0.000005    0.000003    0.000006    0.000007
   11.756499   -0.000003    0.000002    0.000004    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   11.756501    0.000000   -0.000000    0.000000    0.000022    0.000008    0.000023   -0.000016    0.000002    0.000016
   11.756503   -0.000000    0.000000    0.000000    0.000014    0.000008    0.000016    0.000023    0.000000    0.000023
   11.762771    0.000004    0.000003    0.000005   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   11.762779    0.000002    0.000003    0.000004    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   11.774612    0.000003    0.000005    0.000006    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   11.774618   -0.000002   -0.000002    0.000003   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   11.777347    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   11.779167   -0.000000   -0.000000    0.000000   -0.000170   -0.000281    0.000329    0.000002    0.000006    0.000007
   11.779167    0.000000    0.000000    0.000000    0.000004    0.000011    0.000012    0.000235    0.000275    0.000361
   11.779169    0.000010    0.000009    0.000013   -0.000000   -0.000000    0.000000   -0.000001   -0.000001    0.000001
   11.781365    0.000203   -0.000540    0.000577   -0.000000    0.000001    0.000001    0.000001   -0.000003    0.000003
   11.781367   -0.000000   -0.000000    0.000000   -0.000519   -0.000539    0.000748    0.000004    0.000002    0.000004
   11.781368    0.000000   -0.000000    0.000000    0.000001   -0.000001    0.000002    0.000260   -0.000144    0.000297
   11.782736   -0.000065   -0.000058    0.000087    0.000084    0.000089    0.000122   -0.062243   -0.054890    0.082989
   11.782744    0.083106   -0.000501    0.083108    0.000615   -0.000003    0.000615   -0.000086    0.000000    0.000086
   11.782744    0.000610    0.000087    0.000616   -0.082168   -0.011784    0.083009   -0.000127   -0.000004    0.000127
   11.789387    0.000000   -0.000000    0.000000    0.000010    0.000000    0.000010   -0.000002    0.000001    0.000002
   11.789388   -0.000000    0.000000    0.000000    0.000002    0.000002    0.000002    0.000010    0.000003    0.000010
   11.789389   -0.000000    0.000003    0.000003   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   11.794781    0.000010    0.000004    0.000011    0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000
   11.794781   -0.000000   -0.000000    0.000000    0.000011    0.000015    0.000018   -0.000012   -0.000005    0.000013
   11.794784    0.000000    0.000000    0.000000    0.000003    0.000013    0.000013    0.000013    0.000013    0.000018
   11.801323   -0.000000   -0.000001    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   11.801335   -0.000002   -0.000001    0.000002   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   11.809240    0.000001   -0.000000    0.000001   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   11.810014    0.000000   -0.000004    0.000004   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   11.820702    0.000000   -0.000000    0.000000   -0.000005   -0.000001    0.000005    0.000002   -0.000001    0.000002
   11.820704    0.000006   -0.000000    0.000006   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   11.820705   -0.000000    0.000000    0.000000    0.000001    0.000002    0.000002    0.000004    0.000002    0.000005
   11.821941    0.000000    0.000000    0.000000   -0.000000   -0.000001    0.000001   -0.000017   -0.000006    0.000018
   11.821946    0.000007    0.000009    0.000012   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.821950   -0.000000   -0.000000    0.000000   -0.000014   -0.000029    0.000032   -0.000001   -0.000000    0.000001
   11.853546   -0.000086    0.000328    0.000339   -0.000950    0.001282    0.001596    0.093136   -0.354518    0.366548
   11.853551   -0.000293    0.000441    0.000529    0.205629   -0.303302    0.366436    0.000341   -0.001547    0.001584
   11.853552   -0.041609   -0.363925    0.366296   -0.000056   -0.000525    0.000528   -0.000039   -0.000339    0.000341
   11.853579    0.000000    0.000000    0.000000    0.000010    0.000168    0.000168   -0.000035   -0.000082    0.000089
   11.853581   -0.000104   -0.000257    0.000277    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   11.853583    0.000000   -0.000000    0.000000    0.000052   -0.000062    0.000081   -0.000004   -0.000184    0.000184
   11.859347   -0.000001   -0.000004    0.000004   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.859352    0.000002    0.000002    0.000003    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   11.859443    0.000000    0.000000    0.000000   -0.000001    0.000005    0.000005    0.000002    0.000005    0.000006
   11.859445    0.000003    0.000000    0.000003    0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.859448   -0.000000   -0.000000    0.000000   -0.000000   -0.000006    0.000006    0.000003    0.000004    0.000005
   11.869205   -0.000005    0.000002    0.000005   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.869205    0.000003    0.000004    0.000005   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.882649   -0.000005   -0.000007    0.000008   -0.000000   -0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.885741    0.000000    0.000000    0.000000   -0.000898    0.000069    0.000900    0.000002   -0.000004    0.000004
   11.885742   -0.000007    0.000006    0.000009    0.000042   -0.000003    0.000042   -0.000007    0.000007    0.000010
   11.885745   -0.000927    0.000237    0.000957    0.000000   -0.000000    0.000000    0.000002   -0.000001    0.000002
   11.887069   -0.635579    0.030821    0.636326    0.000002    0.000002    0.000003   -0.001028    0.000050    0.001029
   11.887071    0.000005   -0.000004    0.000006    0.631299    0.079295    0.636260   -0.001562    0.001008    0.001859
   11.887073    0.000800   -0.000648    0.001030   -0.001872   -0.000033    0.001872   -0.494472    0.400268    0.636174
   11.981411   -0.000006   -0.000016    0.000017   -0.000000    0.000000    0.000000   -0.000000   -0.000000    0.000000
   11.981411    0.000000   -0.000000    0.000000    0.000011   -0.000015    0.000018   -0.000001    0.000010    0.000010
   11.981417   -0.000000   -0.000000    0.000000    0.000007   -0.000007    0.000010    0.000003   -0.000018    0.000018
   11.985370    0.000000   -0.000000    0.000000    0.000002    0.000003    0.000004    0.000010    0.000004    0.000010
   11.985375    0.000000   -0.000000    0.000000    0.000005    0.000009    0.000011   -0.000004   -0.000002    0.000004
   11.985376   -0.000010   -0.000005    0.000011   -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
   11.990639   -0.000002   -0.000002    0.000002    0.000001   -0.000001    0.000001    0.000000   -0.000000    0.000000
   11.991180    0.000001   -0.000001    0.000001    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   11.991188    0.000002    0.000001    0.000002   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   11.994254    0.000156    0.000105    0.000188   -0.000000   -0.000000    0.000000   -0.000001   -0.000000    0.000001
   11.994255   -0.000000    0.000000    0.000000   -0.000164    0.000119    0.000202    0.000003   -0.000012    0.000012
   11.994268    0.000001   -0.000000    0.000001    0.000012    0.000004    0.000012   -0.000047    0.000018    0.000050
   12.003287    0.000022   -0.000029    0.000037    0.000007    0.000001    0.000008   -0.000000   -0.000000    0.000000
   12.003293    0.000036    0.000016    0.000040    0.000004    0.000000    0.000004   -0.000001   -0.000000    0.000001
   12.003683    0.000116   -0.000060    0.000131   -0.002967   -0.000504    0.003009    0.407375   -0.207901    0.457359
   12.003693   -0.292633   -0.347318    0.454163   -0.000291   -0.000359    0.000462    0.000078    0.000096    0.000123
   12.003693   -0.000392   -0.000258    0.000469    0.368659    0.252059    0.446591    0.002727   -0.000061    0.002728
   12.003711   -0.000115   -0.000161    0.000197   -0.000175    0.000423    0.000458    0.019451    0.027292    0.033514
   12.003721    0.000004   -0.000010    0.000011   -0.054971    0.094130    0.109006    0.000251    0.001089    0.001118
   12.003723   -0.008996    0.066911    0.067513   -0.000005    0.000018    0.000019   -0.000008    0.000059    0.000059
   12.010619    0.000002    0.000002    0.000003   -0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   12.011795    0.000223   -0.000101    0.000245    0.003106    0.001086    0.003290    0.610957   -0.278050    0.671253
   12.011803   -0.095451   -0.663214    0.670047   -0.000007   -0.000043    0.000043    0.000035    0.000244    0.000246
   12.011815   -0.000044   -0.000002    0.000044    0.670194    0.025922    0.670695   -0.002445    0.002166    0.003266
   12.034586    0.000001   -0.000005    0.000005    0.000000   -0.000000    0.000000    0.000000    0.000000    0.000000
   12.034609   -0.000004   -0.000002    0.000005   -0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   12.045192   -0.000000   -0.000000    0.000000   -0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   12.055096   -0.000000   -0.000000    0.000000   -0.000003   -0.000004    0.000005    0.000002    0.000001    0.000002
   12.055097   -0.000000    0.000000    0.000000    0.000000   -0.000002    0.000002   -0.000002   -0.000005    0.000005
   12.055097    0.000006   -0.000004    0.000007    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   12.067041   -0.000000   -0.000000    0.000000   -0.000014   -0.000023    0.000027    0.000009    0.000005    0.000010
   12.067047    0.000000   -0.000000    0.000000   -0.000002   -0.000010    0.000010   -0.000018   -0.000020    0.000027
   12.067047    0.000019    0.000012    0.000023   -0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   12.070123    0.088041   -0.053588    0.103068   -0.000057    0.000035    0.000067   -0.000035    0.000021    0.000041
   12.070130   -0.000043   -0.000049    0.000066   -0.069426   -0.078850    0.105058    0.000046    0.000237    0.000241
   12.070139    0.000009    0.000039    0.000040    0.000160    0.000187    0.000246    0.024413    0.102237    0.105111
   12.077594    0.000000   -0.000001    0.000001    0.000000   -0.000000    0.000000    0.000000   -0.000000    0.000000
   12.092900   -0.000000   -0.000000    0.000000   -0.000005    0.000010    0.000011   -0.000000   -0.000002    0.000002
   12.092909    0.000026    0.000011    0.000029    0.000000    0.000000    0.000000   -0.000000    0.000000    0.000000
   12.092919    0.000000    0.000000    0.000000    0.000001    0.000002    0.000002    0.000009    0.000007    0.000012
   12.103898    0.000000    0.000000    0.000000    0.000185    0.001103    0.001118   -0.000001   -0.000002    0.000002
   12.103916    0.000018    0.000058    0.000061   -0.000000   -0.000000    0.000000   -0.000002   -0.000007    0.000007
   12.103917   -0.000000   -0.000000    0.000000    0.000000    0.000001    0.000001   -0.001036   -0.000374    0.001101
   12.137097   -0.000000    0.000000    0.000000    0.000005    0.000003    0.000005    0.000009   -0.000000    0.000009
   12.137107   -0.000004    0.000007    0.000008    0.000000    0.000000    0.000000    0.000000   -0.000000    0.000000
   12.137120   -0.000000   -0.000000    0.000000    0.000004    0.000008    0.000009   -0.000005   -0.000002    0.000005
